area,floors,slab_thickness,beam_density_factor,column_density_factor,soil_type,sbc_value,seismic_zone,concrete_grade,steel_grade,cement_price_index,steel_price_index,sand_rate,aggregate_rate,labor_rate,location_multiplier,steel_factor,wastage_factor,design_efficiency_factor,contractor_efficiency_score,concrete_volume,steel_quantity,cement_bags,total_cost,cost_per_sqm
261.47,2,0.144,0.887,1.233,1,154.21,5,25,415,422.81,69.86,58.41,53.17,676.9,1.215,122.98,1.067,1.046,0.877,91.152,11209.473,1011.34,1830073.06,6999.27
262.61,2,0.142,0.987,1.111,1,141.18,4,20,415,388.47,58.81,52.44,46.96,666.32,1.198,116.66,1.033,1.015,0.916,90.356,10541.029,729.1,1387476.14,5283.41
85.28,4,0.155,0.832,1.092,4,215.27,2,20,415,404.05,61.42,46.37,42.38,549.61,1.009,125.41,1.03,1.038,1.051,61.281,7685.099,494.49,796495.99,9340.22
445.28,3,0.191,1.157,1.014,3,233.98,4,25,415,412.57,68.73,61.04,48.33,644.4,0.969,110.01,1.054,0.935,1.107,344.838,37934.326,3826.01,5792887.3,13009.68
114.48,4,0.143,1.281,1.06,1,143.44,5,25,415,378.19,51.89,52.74,36.92,676.69,1.178,125.63,1.034,1.064,0.891,77.252,9705.052,857.12,1319425.73,11525.38
332.82,1,0.191,1.22,1.076,2,196.81,3,30,500,382.74,56.53,47.55,48.03,673.23,1.068,119.24,1.043,1.063,0.904,75.419,8723.336,1029.89,1235137.37,3711.18
340.38,3,0.169,0.83,1.113,2,161.04,3,30,415,382.75,56.25,62.57,36.36,795.2,1.031,101.64,1.069,1.098,0.921,196.64,19986.617,2685.22,3166065.78,9301.65
205.44,2,0.118,0.979,1.032,1,144.39,3,25,415,375.48,56.89,52.51,51.3,634.2,1.071,110.25,1.057,0.942,0.932,64.217,7080.077,712.5,993458.25,4835.78
94.67,3,0.153,1.15,0.845,4,282.66,5,20,415,356.61,71.21,61.36,40.73,624.99,0.987,121.8,1.067,0.942,1.051,58.182,7086.38,469.48,791605.28,8361.86
344.49,3,0.111,0.859,1.257,3,194.71,4,25,415,422.26,92.34,72.4,50.72,611.52,1.016,101.33,1.038,1.006,0.851,139.991,14185.802,1553.21,2706593.31,7856.85
203.88,2,0.173,1.163,0.857,1,112.48,5,25,415,413.77,62.44,62.85,34.26,683.67,1.22,118.18,1.068,1.045,1.069,85.582,10113.985,949.54,1375032.31,6744.45
118.81,5,0.107,1.0,0.88,3,248.79,5,20,415,352.32,55.9,60.3,47.51,770.44,1.225,127.33,1.043,1.068,0.95,72.735,9261.176,586.91,1254510.69,10559.08
461.28,1,0.115,1.204,0.933,2,185.86,2,30,415,369.92,83.33,56.18,40.17,695.2,0.961,116.48,1.064,0.935,1.03,72.348,8426.893,987.94,1669938.99,3620.27
268.96,2,0.156,0.942,1.209,1,127.62,2,25,415,371.09,44.89,63.08,49.61,699.62,0.948,89.4,1.076,1.098,0.873,97.997,8760.827,1087.29,1188141.42,4417.5
365.2,2,0.182,1.109,0.828,2,209.18,2,25,500,410.15,36.64,72.51,41.84,676.06,0.999,88.42,1.045,0.964,1.073,169.394,14529.306,1879.45,1944640.97,5324.93
185.27,2,0.151,1.156,1.246,1,108.16,4,20,500,392.77,63.11,49.92,43.24,724.95,1.178,127.91,1.056,1.066,1.069,67.535,8379.298,544.95,1006779.93,5434.2
116.67,3,0.188,1.179,1.12,1,148.64,4,20,415,330.41,60.17,55.56,52.55,610.62,1.219,121.95,1.073,0.95,1.074,89.649,10932.482,723.39,1202324.15,10305.76
65.51,1,0.195,1.089,1.299,4,249.08,5,30,500,414.99,63.48,53.37,40.24,746.59,0.973,121.01,1.07,1.016,0.883,16.273,1910.097,222.22,295440.72,4509.61
205.06,2,0.198,0.85,1.096,3,164.25,3,20,415,377.57,54.89,51.39,46.21,730.25,1.107,116.17,1.062,1.002,0.942,100.803,11710.141,813.39,1293875.9,6309.63
72.58,4,0.151,0.977,1.216,1,158.36,3,30,500,415.16,60.7,52.11,47.44,634.19,1.099,117.74,1.075,0.967,0.893,58.396,6669.28,797.43,1044213.62,14386.45
495.55,1,0.161,1.205,1.23,4,277.81,3,25,415,429.02,60.29,43.4,45.84,612.93,1.045,122.88,1.073,0.981,0.892,106.374,13071.349,1180.23,1782883.54,3597.82
154.99,2,0.161,1.199,1.09,3,181.48,3,30,500,357.49,71.66,55.81,36.72,669.65,0.971,91.86,1.04,1.016,0.971,61.513,5481.321,839.99,933649.27,6023.92
106.65,5,0.185,1.029,1.011,4,292.37,5,25,500,436.14,37.58,43.06,53.78,581.84,1.27,127.77,1.03,0.978,1.013,122.855,15226.609,1363.09,1622565.15,15213.61
419.55,3,0.139,1.266,0.895,3,253.53,2,30,500,368.47,52.63,39.47,42.6,663.41,1.112,109.2,1.049,0.978,0.91,225.176,23851.519,3074.89,3862459.83,9206.16
409.62,4,0.156,1.067,1.08,2,202.04,4,25,415,386.45,60.57,63.66,59.29,625.42,1.133,118.41,1.048,0.99,0.959,322.72,38211.789,3580.61,5969398.01,14572.93
498.52,2,0.167,1.232,1.058,3,172.72,2,25,500,341.81,59.4,58.73,49.21,626.11,1.059,108.1,1.078,0.928,0.86,233.266,24460.687,2588.11,3451127.19,6922.8
159.78,5,0.141,0.831,1.096,3,178.64,2,25,415,294.58,58.79,66.72,50.39,731.45,1.028,134.81,1.037,0.975,0.993,140.532,18945.271,1559.21,2349121.31,14702.22
71.67,2,0.193,0.808,0.866,3,235.4,3,20,415,329.84,60.71,63.7,41.46,702.08,1.255,110.98,1.074,1.037,1.13,32.972,3659.326,266.05,433087.29,6042.75
375.46,2,0.142,1.065,1.27,1,154.83,5,25,415,399.25,76.38,60.22,45.92,628.52,0.956,121.44,1.044,1.007,0.898,133.377,16197.946,1479.83,2415457.11,6433.37
413.59,5,0.159,1.268,0.946,2,149.35,5,25,415,378.85,55.23,50.16,37.7,695.58,1.212,111.22,1.059,0.926,1.042,450.5,50103.374,4998.34,6623570.55,16014.88
207.5,4,0.158,0.942,1.083,1,127.65,5,30,415,405.56,71.88,55.37,53.0,575.21,1.163,125.93,1.08,1.089,1.053,153.412,19319.153,2094.92,2928325.49,14112.35
471.15,2,0.162,1.255,0.977,2,143.93,4,25,500,448.82,51.26,64.28,45.57,572.61,1.24,111.59,1.064,0.952,0.934,204.804,22168.17,2272.32,3080626.63,6538.51
397.31,4,0.147,1.186,1.117,1,128.68,3,20,415,368.65,62.89,51.51,42.97,743.33,1.217,120.58,1.043,1.006,0.927,293.345,35372.971,2367.05,4981790.0,12538.73
234.44,2,0.104,0.974,0.942,1,138.55,3,25,500,376.5,63.91,47.56,39.7,555.25,1.266,100.52,1.072,0.97,1.146,63.472,6188.805,704.23,1056340.28,4505.8
373.9,2,0.107,1.087,0.87,4,201.86,4,20,500,379.31,69.99,44.79,37.19,608.0,1.135,109.11,1.059,1.096,0.999,91.493,9683.639,738.27,1431537.07,3828.66
50.43,2,0.173,1.267,0.832,1,138.58,3,25,415,399.26,70.83,40.21,41.52,589.3,1.288,98.64,1.052,0.945,0.945,23.188,2287.289,257.28,379134.38,7517.91
202.79,2,0.109,0.872,1.176,4,263.97,5,25,415,365.68,67.73,60.81,52.29,642.82,1.022,119.86,1.049,1.006,0.923,54.457,6527.248,604.21,1036960.31,5113.43
126.5,1,0.119,1.217,0.931,1,127.3,3,25,500,370.05,66.73,55.99,45.75,667.89,1.056,113.3,1.07,1.064,0.858,18.157,1995.466,201.46,320184.73,2531.2
187.37,3,0.134,1.058,1.028,4,289.54,4,25,415,420.35,89.11,72.26,39.12,523.33,1.113,125.19,1.051,0.91,1.124,103.667,12977.542,1150.19,1900940.73,10145.3
144.06,1,0.134,1.234,0.942,2,142.13,2,20,415,382.22,55.44,59.13,47.55,573.18,1.254,119.44,1.058,1.056,1.009,23.165,2766.68,186.92,345426.31,2397.85
371.76,1,0.137,1.105,0.841,3,165.13,2,20,415,399.61,59.18,52.69,43.59,699.9,1.129,109.11,1.059,1.049,1.126,60.414,6592.031,487.49,883242.31,2375.83
423.07,5,0.142,0.874,1.097,2,174.62,3,30,415,439.84,77.05,46.1,56.49,634.62,1.135,108.24,1.051,0.949,1.144,389.854,42199.282,5323.66,8312823.24,19648.9
131.11,1,0.113,1.272,1.177,2,177.97,3,20,500,453.83,51.59,50.64,48.38,472.7,1.101,109.96,1.035,0.965,0.963,19.493,2079.173,157.29,258419.48,1971.09
237.78,1,0.108,1.289,0.869,2,154.0,3,20,500,426.78,50.87,54.66,44.03,639.27,1.039,111.16,1.079,1.056,1.074,31.559,3402.815,254.66,416771.21,1752.75
319.39,4,0.173,0.882,0.817,3,256.16,2,30,500,347.77,70.7,67.01,45.99,621.42,1.298,120.47,1.04,0.953,1.008,278.648,32562.93,3805.08,5263654.84,16480.45
115.0,5,0.116,0.886,0.868,2,152.84,3,25,415,471.5,56.01,53.59,40.51,771.29,1.218,127.97,1.03,0.992,1.098,80.509,10303.026,893.26,1566757.88,13623.66
212.34,4,0.188,1.221,1.207,3,187.02,4,20,500,306.79,48.44,41.59,46.05,690.24,1.297,129.39,1.073,1.059,0.904,197.385,24772.649,1592.73,2473828.91,11650.42
137.96,5,0.114,0.867,0.856,4,281.1,3,25,500,405.45,51.15,59.65,48.37,635.29,1.029,127.52,1.077,1.065,0.882,91.997,11379.89,1020.72,1382122.68,10018.03
302.94,1,0.154,0.828,1.001,2,213.05,4,25,415,384.42,65.96,32.94,38.28,762.56,0.913,111.82,1.063,1.083,0.946,53.371,5967.739,592.16,823441.47,2718.16
455.92,5,0.19,0.893,0.834,2,178.25,5,30,415,420.19,43.84,54.91,43.45,514.72,1.297,114.98,1.043,1.042,1.098,501.085,57613.875,6842.57,7324567.17,16065.37
258.28,3,0.134,1.057,1.246,1,101.14,5,30,415,430.69,65.05,69.2,40.77,663.42,1.299,142.29,1.061,1.025,0.963,129.835,18474.696,1772.96,3121311.49,12084.99
351.97,2,0.184,1.171,0.896,2,161.99,2,20,500,398.38,59.49,69.47,47.2,752.81,1.276,104.01,1.031,0.938,1.006,169.524,17103.518,1367.91,2304480.56,6547.3
374.15,4,0.119,0.989,0.874,1,113.44,5,30,500,386.38,46.6,44.11,48.25,629.18,1.046,142.7,1.074,0.932,1.01,239.594,33164.348,3271.77,4619020.47,12345.5
495.79,2,0.147,1.053,1.172,1,130.66,4,20,415,362.9,77.59,52.29,50.3,674.83,1.095,133.79,1.034,1.058,1.073,171.334,22922.333,1382.52,3561506.73,7183.43
332.56,3,0.118,0.993,1.048,4,268.26,5,20,415,389.11,63.93,56.02,43.95,580.05,1.051,103.19,1.05,0.975,1.114,150.272,15507.07,1212.57,2241037.53,6738.8
133.27,4,0.186,0.917,1.274,1,123.55,2,20,415,386.81,56.19,54.97,44.05,640.37,0.979,102.03,1.076,0.925,1.103,137.418,14020.946,1108.85,1656801.76,12432.01
54.68,1,0.146,0.885,0.993,2,178.36,5,20,500,372.65,58.96,54.67,53.82,761.65,1.02,99.92,1.064,1.061,1.099,9.344,905.62,75.4,121683.18,2225.36
112.53,2,0.166,0.852,0.948,4,275.99,5,25,415,386.95,58.45,58.09,53.79,617.26,1.201,111.71,1.043,0.949,0.863,47.555,5312.21,527.63,732452.76,6509.21
106.1,4,0.166,0.89,0.886,4,224.61,4,20,415,391.1,55.49,58.77,50.57,719.29,1.245,147.32,1.033,1.011,0.853,83.263,12266.365,671.86,1352262.37,12744.69
285.35,3,0.154,0.939,1.129,1,111.76,3,30,415,401.25,63.27,59.06,40.24,797.09,0.926,107.03,1.058,1.005,1.106,163.871,17538.565,2237.74,2578974.05,9037.85
247.67,5,0.18,0.941,0.857,1,148.34,4,30,415,371.02,58.71,53.62,49.68,725.71,1.109,111.15,1.053,1.082,1.116,252.166,28028.273,3443.45,4218704.3,17033.72
326.57,2,0.132,0.838,1.105,2,133.33,3,25,415,347.34,63.11,59.37,46.19,642.15,1.116,113.42,1.035,0.92,0.89,114.039,12934.351,1265.27,1999498.68,6122.78
84.97,5,0.16,1.214,1.209,3,175.06,5,20,415,372.2,58.73,56.54,49.81,617.62,1.012,118.65,1.065,1.011,0.959,87.177,10343.967,703.45,1188781.17,13990.96
419.15,3,0.196,1.048,1.107,4,201.24,5,20,500,357.85,38.77,43.47,39.73,742.53,1.225,96.98,1.044,1.072,0.896,286.449,26945.771,2311.41,3521154.72,8400.63
99.02,5,0.176,1.11,1.057,1,133.32,4,20,415,328.8,46.88,45.95,43.54,658.12,1.233,152.62,1.064,0.995,0.952,111.648,17039.589,900.9,1563595.63,15791.11
357.57,4,0.172,1.267,1.253,1,136.01,3,25,500,453.21,52.87,49.08,36.62,750.98,0.93,129.48,1.074,0.999,1.092,325.142,40835.176,3607.48,4911192.25,13734.91
361.8,5,0.116,1.015,1.013,2,177.79,3,25,415,316.08,50.8,63.35,46.97,565.55,0.931,136.51,1.035,1.09,1.119,234.875,32061.601,2605.96,3506369.46,9691.44
305.57,3,0.107,1.165,0.877,4,241.43,2,25,415,402.61,57.43,64.35,52.9,748.0,1.072,101.04,1.047,1.096,0.963,111.476,11264.084,1236.84,1920524.74,6285.09
128.68,5,0.134,0.986,1.033,1,131.74,2,25,415,422.93,52.58,48.58,46.68,702.56,1.292,105.46,1.075,0.941,1.114,116.555,12291.503,1293.19,1976648.1,15360.8
325.82,3,0.125,1.272,1.237,2,147.45,5,20,500,332.12,35.0,59.05,53.87,812.94,0.917,95.86,1.057,0.986,1.034,160.827,14954.166,1297.74,1709873.78,5247.94
466.17,2,0.156,1.091,1.018,1,149.57,4,20,415,376.63,41.79,43.94,52.68,613.68,1.021,127.44,1.064,1.013,1.005,182.126,23209.299,1469.61,2301108.81,4936.22
412.33,2,0.16,0.841,1.126,1,158.85,3,30,415,363.52,83.84,45.49,50.08,531.91,1.163,113.97,1.057,0.942,1.146,174.091,19841.733,2377.3,3333432.5,8084.36
108.47,5,0.162,0.855,0.88,4,254.06,2,20,500,333.98,66.36,57.8,40.04,614.06,1.087,118.45,1.052,0.908,0.93,117.821,13537.763,950.72,1599157.63,14742.95
198.98,3,0.169,0.869,0.856,1,122.46,2,25,415,317.91,53.61,68.83,47.7,465.27,1.042,106.0,1.042,1.01,0.907,120.035,12723.299,1331.8,1517398.44,7625.71
405.44,4,0.109,1.025,1.047,2,201.26,2,25,415,356.33,46.61,56.02,50.46,678.22,0.928,126.63,1.071,1.076,0.906,207.883,26324.409,2306.48,3256852.32,8032.92
138.56,3,0.144,1.209,1.196,4,219.31,2,25,415,329.79,75.84,52.64,44.47,809.96,1.078,97.93,1.033,0.92,0.969,82.014,8031.517,909.95,1275221.98,9203.35
371.71,4,0.195,0.866,0.849,3,192.08,4,30,415,425.41,44.92,57.21,39.25,725.46,1.206,111.43,1.062,0.934,1.09,380.285,42376.579,5192.99,6312079.97,16981.14
463.26,5,0.154,1.205,1.041,1,156.4,2,20,415,402.86,54.48,49.54,48.7,700.51,1.165,123.51,1.032,1.024,1.037,431.3,53267.768,3480.23,6480831.37,13989.74
177.94,5,0.164,1.183,1.052,2,146.77,3,30,415,336.72,48.22,53.2,44.69,629.83,0.958,115.28,1.062,0.969,1.127,192.602,22202.586,2630.08,2588454.67,14546.76
92.39,4,0.172,0.966,1.048,4,211.21,5,30,500,359.05,56.52,64.79,40.68,697.81,0.987,131.98,1.075,0.96,1.025,84.16,10774.358,1149.25,1381449.06,14953.17
257.1,1,0.174,1.237,1.003,2,179.17,4,20,415,444.66,66.0,49.36,34.93,654.8,1.001,120.72,1.05,1.088,1.058,51.987,6275.891,419.49,841370.01,3272.59
191.01,5,0.19,0.851,1.075,3,218.74,2,20,415,409.28,60.21,59.6,28.65,725.69,0.939,118.95,1.041,0.915,1.106,241.442,28719.858,1948.23,3255131.34,17041.27
279.05,3,0.18,1.142,1.036,3,219.72,3,25,415,338.66,67.23,53.0,51.81,573.79,1.119,106.68,1.075,1.02,0.857,190.112,20280.723,2109.31,2846637.75,10201.35
186.24,5,0.12,1.229,0.83,3,176.45,2,20,500,369.27,43.71,56.74,41.96,714.62,1.079,137.55,1.068,0.918,0.939,154.595,20627.33,1247.45,2322118.94,12468.52
276.72,4,0.104,1.026,1.109,1,143.27,4,25,415,462.99,65.38,65.7,51.62,680.12,1.177,137.68,1.078,0.932,1.143,158.052,21760.331,1753.6,3298440.86,11919.86
121.02,1,0.181,0.897,1.237,4,224.23,2,20,415,387.94,36.15,52.24,42.51,684.48,1.01,98.97,1.031,1.067,1.084,25.204,2494.469,203.38,251776.42,2080.45
127.73,2,0.147,1.263,1.01,4,294.81,3,25,500,348.48,64.8,63.7,37.72,551.11,1.035,92.34,1.08,1.01,1.011,48.301,4326.43,535.9,651537.48,5100.93
223.14,2,0.162,1.247,0.894,1,113.68,4,20,500,345.66,76.46,47.01,42.02,498.6,0.964,125.26,1.046,0.997,1.086,90.496,10995.06,730.23,1376207.12,6167.46
90.35,1,0.154,1.048,1.094,4,201.73,5,25,500,338.13,52.14,61.15,51.16,432.99,0.943,121.34,1.031,1.078,0.968,15.819,1861.827,175.51,202088.91,2236.63
492.79,1,0.198,1.071,0.867,4,256.78,4,30,415,295.34,49.72,58.22,44.24,731.29,1.263,111.35,1.062,1.05,0.911,116.123,12930.924,1585.72,1777749.26,3607.5
195.18,1,0.187,1.152,1.033,3,180.28,3,20,500,397.22,58.43,46.88,44.5,672.82,1.019,92.29,1.032,1.003,1.07,44.943,4023.439,362.66,468824.54,2401.99
139.98,3,0.162,0.821,1.027,2,186.57,2,25,415,354.04,85.61,62.48,39.09,705.21,1.237,95.86,1.077,1.092,1.09,78.328,7508.488,869.05,1282757.46,9163.92
366.48,3,0.121,0.956,0.911,2,150.63,3,25,500,401.99,66.25,55.93,54.27,705.51,0.997,82.81,1.071,0.914,0.874,181.906,14612.093,2018.26,2962113.94,8082.61
239.47,3,0.162,1.259,0.973,4,242.81,5,25,415,399.45,48.33,58.44,52.51,704.48,1.064,106.63,1.053,0.953,0.886,154.354,16458.522,1712.57,2203518.12,9201.65
481.05,3,0.194,1.116,1.176,1,110.77,4,20,415,366.95,73.61,57.07,42.63,764.52,1.175,129.38,1.043,1.05,1.104,335.613,43422.267,2708.11,6102275.14,12685.27
73.83,4,0.114,1.027,0.932,4,242.88,3,25,415,346.2,73.32,58.4,47.49,651.79,1.069,122.48,1.043,0.917,1.148,45.059,5518.576,499.93,809111.43,10959.09
265.6,2,0.162,0.8,0.998,4,213.65,5,20,415,369.28,57.51,52.79,48.65,606.08,0.922,110.66,1.032,0.956,1.144,108.015,11953.378,871.59,1319288.26,4967.17
155.55,4,0.192,1.178,0.872,3,193.8,2,30,415,321.89,58.42,47.57,48.13,696.5,0.927,119.71,1.065,1.033,0.898,146.023,17481.135,1994.02,2244013.8,14426.28
366.43,5,0.105,1.085,0.867,2,147.9,2,20,415,394.51,47.87,42.33,39.48,662.81,1.28,123.98,1.035,1.053,0.979,222.076,27533.694,1791.97,3892405.07,10622.56
295.51,3,0.139,1.19,0.873,3,241.61,4,25,500,385.46,57.91,45.81,49.54,796.16,1.204,115.5,1.045,1.091,0.975,140.755,15770.039,1561.69,2272155.8,7689.05
157.14,4,0.132,0.881,1.199,1,143.76,4,20,415,347.91,60.79,47.38,55.99,610.45,0.952,112.46,1.058,0.928,1.096,111.802,12572.816,902.15,1489404.06,9478.07
286.29,2,0.132,0.93,1.212,4,216.68,2,25,500,425.36,43.96,48.51,41.18,642.14,1.083,115.56,1.044,1.093,0.959,85.862,9624.277,952.64,1272698.39,4445.54
400.37,3,0.107,1.123,1.262,2,137.46,3,20,415,367.5,46.91,46.76,38.83,642.2,1.228,111.28,1.039,0.934,0.889,172.854,19235.115,1394.79,2912208.11,7273.86
488.65,3,0.172,0.958,0.847,1,101.54,2,20,415,326.88,49.26,36.8,36.75,636.5,1.041,119.29,1.074,1.017,0.957,310.455,37033.473,2505.11,4031752.14,8250.85
152.04,4,0.134,0.842,0.998,4,222.67,5,20,415,376.83,69.09,54.93,39.18,723.71,1.019,120.47,1.07,0.921,1.121,110.173,13272.633,889.0,1708759.07,11239.14
74.44,5,0.114,0.845,0.933,3,208.02,3,20,500,372.29,70.18,58.86,50.53,571.58,1.032,90.44,1.051,1.067,0.866,48.515,4256.31,391.48,672004.93,9027.46
304.61,2,0.199,1.199,0.837,3,199.99,3,25,500,316.34,64.68,59.0,39.91,522.82,1.228,114.3,1.073,1.1,1.137,140.521,15579.532,1559.1,1663014.42,5459.45
188.77,1,0.176,1.095,1.008,1,158.29,4,25,415,344.59,65.69,63.38,39.45,717.65,1.262,117.79,1.05,1.04,1.05,39.943,4704.697,443.17,649584.56,3441.13
385.2,3,0.131,1.094,1.077,4,279.22,2,20,500,374.32,64.61,68.33,46.18,612.05,0.962,94.6,1.036,0.996,0.986,188.221,17271.728,1518.78,2486832.77,6455.99
395.69,2,0.116,1.116,1.097,3,167.82,2,25,415,309.47,65.08,58.61,45.35,553.18,1.274,105.04,1.07,1.058,0.919,110.942,11653.574,1230.91,1874853.71,4738.21
135.15,5,0.191,0.856,1.164,4,215.89,5,25,415,380.48,74.27,67.99,44.4,770.4,1.145,116.55,1.068,0.919,1.029,176.515,20572.175,1958.46,2888040.33,21369.47
251.26,2,0.18,1.276,1.286,4,202.66,4,20,415,316.85,55.06,55.66,36.62,558.31,1.289,124.02,1.061,0.902,0.921,131.231,16274.862,1058.92,1709283.43,6802.96
60.66,5,0.14,0.817,1.14,1,108.29,5,20,415,343.11,54.58,70.89,52.22,538.72,0.966,127.1,1.037,0.991,1.031,52.103,6622.438,420.42,669897.7,11043.15
376.49,5,0.184,1.036,1.005,1,131.77,5,30,415,379.25,58.88,54.36,37.61,664.42,0.976,142.64,1.036,1.078,1.124,394.183,56227.399,5382.77,7483919.45,19877.97
296.13,4,0.173,1.237,0.95,4,207.67,4,25,500,350.24,61.16,52.66,48.43,506.09,0.94,115.83,1.075,0.986,0.86,267.772,30085.478,2970.95,3891203.24,13140.1
490.58,4,0.102,1.134,1.071,3,165.99,4,25,415,331.31,65.85,54.47,46.61,525.29,1.092,153.8,1.063,0.966,0.854,264.822,40728.309,2938.23,5705641.83,11630.5
202.15,3,0.164,1.029,0.993,2,140.63,3,20,500,386.53,69.06,56.78,38.13,621.91,1.22,95.35,1.055,1.051,0.889,118.392,10950.325,955.32,1651728.05,8170.73
345.62,2,0.18,0.867,0.84,2,190.25,4,20,415,423.34,74.78,66.3,51.73,660.8,1.097,106.89,1.079,0.99,1.135,156.836,16763.763,1265.54,2334796.39,6755.47
307.73,4,0.166,0.986,1.108,3,161.94,5,20,415,321.13,56.44,52.52,46.69,683.52,1.038,126.84,1.075,1.067,0.911,244.074,30957.742,1969.47,3247298.41,10552.47
299.69,3,0.16,0.868,1.039,4,296.96,2,30,415,368.17,58.36,52.69,43.27,710.37,0.923,112.66,1.04,1.058,0.986,165.428,18637.671,2259.01,2719650.37,9074.75
240.93,4,0.155,0.94,1.053,1,122.85,4,20,500,365.75,61.12,55.66,55.61,438.68,0.943,144.91,1.043,1.022,1.115,179.968,25297.446,1452.19,2351210.36,9758.98
217.83,3,0.121,1.047,0.899,3,193.66,5,20,415,342.28,55.81,55.12,47.57,714.13,0.969,117.45,1.071,1.051,0.92,94.816,11136.277,765.09,1291883.3,5930.68
153.51,2,0.163,1.023,1.126,4,247.48,3,20,415,402.86,53.58,57.12,64.97,638.73,1.093,117.28,1.079,0.907,0.962,70.997,8326.578,572.89,917407.24,5976.28
361.06,4,0.126,0.959,1.237,2,176.61,3,25,500,377.92,60.75,46.56,40.8,701.05,1.249,127.76,1.071,0.939,1.008,247.769,30705.925,2749.02,4430802.72,12271.63
366.67,2,0.125,0.846,1.106,2,167.8,3,20,500,445.96,46.92,58.94,36.73,692.82,1.05,91.04,1.043,0.982,1.104,114.122,10078.055,920.87,1393408.94,3800.16
350.12,2,0.123,0.94,0.808,4,248.63,5,25,415,344.35,59.81,56.64,41.67,746.68,1.146,107.89,1.071,0.992,0.901,107.984,11649.818,1198.09,1896757.23,5417.49
490.06,5,0.147,0.809,1.007,1,120.38,4,20,415,412.53,43.59,50.92,35.86,650.75,0.979,121.03,1.068,1.012,1.047,440.867,53356.435,3557.42,6071602.33,12389.63
196.61,4,0.146,0.921,0.851,2,158.98,3,25,415,347.83,62.99,50.45,44.15,680.74,1.086,112.09,1.041,1.07,0.86,129.753,14544.189,1439.62,2054486.44,10449.82
122.51,5,0.17,1.03,1.185,2,132.46,3,30,415,333.62,59.87,56.91,46.05,635.76,1.292,120.47,1.075,1.069,0.943,125.094,15069.802,1708.22,2165807.42,17679.16
76.62,5,0.14,0.891,0.838,4,267.18,3,20,415,350.33,77.51,55.59,37.4,688.24,0.942,119.43,1.078,1.008,0.977,66.367,7926.212,535.52,1100976.47,14369.89
109.84,1,0.149,0.868,1.081,1,137.04,3,25,500,353.41,61.9,53.65,41.99,523.88,1.036,102.65,1.031,0.962,0.93,20.618,2052.961,228.75,289623.12,2636.73
169.25,5,0.126,0.84,1.055,2,190.19,2,20,500,364.44,54.23,49.32,37.39,774.55,0.927,114.21,1.074,1.008,1.0,132.284,14654.329,1067.42,1761373.82,10406.73
76.95,5,0.176,1.27,1.131,1,156.46,3,25,415,391.94,47.76,50.31,44.88,619.16,1.004,129.68,1.045,0.958,1.006,90.128,11688.148,999.98,1185197.79,15401.67
474.69,4,0.105,1.049,0.892,4,247.31,3,25,415,374.65,73.46,68.66,41.89,743.78,1.201,106.54,1.031,1.008,0.991,240.142,25584.19,2664.4,5336131.87,11241.23
196.32,3,0.112,1.149,1.299,3,248.18,5,25,500,397.59,66.54,46.72,35.11,539.4,1.233,129.73,1.049,0.958,0.857,88.291,11110.526,979.6,1609211.14,8196.69
468.83,5,0.14,1.298,0.946,2,169.95,4,25,415,418.49,48.47,71.39,52.61,707.51,1.161,126.45,1.031,1.071,1.117,381.212,48202.381,4229.58,6587980.28,14051.94
219.26,3,0.135,1.065,0.821,2,172.99,2,25,500,369.36,67.8,44.21,44.68,552.94,0.944,104.94,1.046,1.011,1.123,107.676,10960.074,1194.68,1663492.72,7586.93
293.02,3,0.151,1.109,0.95,1,137.98,2,20,415,438.32,68.11,46.39,45.54,644.72,1.168,109.89,1.043,1.022,0.935,160.84,17674.384,1297.84,2715531.85,9267.38
317.61,2,0.107,0.811,1.134,4,221.59,5,20,415,349.7,63.09,43.57,39.06,665.68,1.298,116.63,1.034,1.098,1.026,75.206,8770.927,606.85,1338224.41,4213.39
229.42,3,0.139,1.214,1.061,3,181.74,5,20,415,365.6,68.38,58.54,51.98,579.67,1.128,124.16,1.075,1.007,0.922,123.526,15336.574,996.75,1886180.62,8221.62
210.9,2,0.179,0.847,1.073,2,175.88,5,25,415,373.07,53.64,56.54,41.43,559.09,0.991,107.21,1.058,0.94,0.854,99.286,10644.217,1101.59,1337627.92,6342.54
348.38,5,0.152,0.805,0.939,2,136.17,4,30,500,426.29,43.95,53.61,42.02,499.23,1.038,136.36,1.074,1.033,0.861,318.102,42075.149,4343.84,5146161.04,14771.67
455.46,4,0.108,1.037,1.155,3,183.67,4,20,415,391.34,63.43,60.49,51.2,575.03,1.277,140.58,1.077,0.94,0.978,270.301,38000.061,2181.1,5224333.37,11470.42
386.53,1,0.134,1.206,1.161,3,239.34,4,20,415,291.63,59.59,48.73,53.8,690.94,1.075,115.89,1.041,1.047,0.963,62.396,7230.771,503.48,869445.03,2249.36
248.36,4,0.156,1.246,0.995,2,171.74,4,20,500,447.64,65.23,55.82,51.85,644.01,0.972,130.5,1.043,1.089,1.021,178.443,22587.754,1439.89,2605996.53,10492.89
403.4,4,0.137,1.084,1.155,2,132.4,2,20,500,415.47,66.84,64.78,47.36,710.25,1.206,131.04,1.046,1.035,0.862,268.585,34140.745,2167.26,5064240.35,12553.88
